Category,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
UP_KEYWORDS,Transport,136,5.519480519,2.26E-04,"FBGN0013749, FBGN0032593, FBGN0000346, FBGN0014028, FBGN0038303, FBGN0027786, FBGN0042641, FBGN0083968, FBGN0266346, FBGN0033558, FBGN0036316, FBGN0262125, FBGN0004620, FBGN0004619, FBGN0013756, FBGN0034497, FBGN0264574, FBGN0267378, FBGN0261673, FBGN0036740, FBGN0045073, FBGN0003360, FBGN0004363, FBGN0000039, FBGN0000257, FBGN0039525, FBGN0035321, FBGN0031536, FBGN0265262, FBGN0034381, FBGN0037998, FBGN0262512, FBGN0027106, FBGN0270928, FBGN0028646, FBGN0086357, FBGN0028491, FBGN0038621, FBGN0002022, FBGN0020626, FBGN0026255, FBGN0025724, FBGN0011286, FBGN0041582, FBGN0025725, FBGN0039741, FBGN0060296, FBGN0086365, FBGN0037573, FBGN0031039, FBGN0266669, FBGN0037913, FBGN0011603, FBGN0037912, FBGN0032809, FBGN0032805, FBGN0039114, FBGN0028562, FBGN0039112, FBGN0032706, FBGN0038837, FBGN0035032, FBGN0050181, FBGN0038641, FBGN0031049, FBGN0004118, FBGN0033691, FBGN0039674, FBGN0035785, FBGN0039677, FBGN0052669, FBGN0039676, FBGN0022213, FBGN0039679, FBGN0040377, FBGN0010240, FBGN0008635, FBGN0030480, FBGN0034067, FBGN0011361, FBGN0004513, FBGN0250791, FBGN0029888, FBGN0040512, FBGN0040383, FBGN0011769, FBGN0038840, FBGN0017566, FBGN0261439, FBGN0000482, FBGN0003996, FBGN0267330, FBGN0085425, FBGN0015777, FBGN0052451, FBGN0020258, FBGN0052250, FBGN0004512, FBGN0022097, FBGN0027657, FBGN0037386, FBGN0040070, FBGN0031634, FBGN0030872, FBGN0039561, FBGN0052702, FBGN0025469, FBGN0260856, FBGN0005564, FBGN0016691, FBGN0003515, FBGN0038662, FBGN0086913, FBGN0262743, FBGN0038524, FBGN0032879, FBGN0041723, FBGN0026438, FBGN0028886, FBGN0028703, FBGN0040340, FBGN0053653, FBGN0028969, FBGN0028968, FBGN0034045, FBGN0015797, FBGN0065110, FBGN0003011, FBGN0037950, FBGN0036727, FBGN0250820, FBGN0033904, FBGN0039787, FBGN0020235, FBGN0021906, FBGN0034716",2385,492,11424,1.324047656,0.076409131,0.02614744,0.308623734
KEGG_PATHWAY,dme00052:Galactose metabolism,17,0.689935065,2.51E-04,"FBGN0033377, FBGN0036183, FBGN0027552, FBGN0086254, FBGN0043783, FBGN0038619, FBGN0033101, FBGN0035679, FBGN0034117, FBGN0033294, FBGN0261575, FBGN0260746, FBGN0003076, FBGN0035978, FBGN0032382, FBGN0035147, FBGN0003071",573,29,2402,2.457362942,0.030389274,0.005130229,0.28888435
GOTERM_BP_DIRECT,GO:0005975~carbohydrate metabolic process,37,1.501623377,3.36E-04,"FBGN0023477, FBGN0041629, FBGN0261445, FBGN0034417, FBGN0027538, FBGN0036298, FBGN0039580, FBGN0032387, FBGN0034117, FBGN0270927, FBGN0033294, FBGN0262559, FBGN0014417, FBGN0031099, FBGN0035484, FBGN0262782, FBGN0026415, FBGN0013763, FBGN0037744, FBGN0032382, FBGN0001258, FBGN0260653, FBGN0033377, FBGN0031996, FBGN0020506, FBGN0030239, FBGN0035398, FBGN0261575, FBGN0041191, FBGN0066114, FBGN0010222, FBGN0053138, FBGN0261341, FBGN0260746, FBGN0000079, FBGN0000078, FBGN0052499",1861,97,8604,1.763534736,0.557271877,0.557271877,0.588729486
INTERPRO,IPR002048:EF-hand domain,30,1.217532468,3.60E-04,"FBGN0016693, FBGN0036926, FBGN0025682, FBGN0038830, FBGN0004687, FBGN0038829, FBGN0010014, FBGN0003514, FBGN0024238, FBGN0028646, FBGN0013348, FBGN0037358, FBGN0033190, FBGN0038735, FBGN0010423, FBGN0038088, FBGN0012051, FBGN0010424, FBGN0002773, FBGN0002772, FBGN0039140, FBGN0033027, FBGN0033529, FBGN0004910, FBGN0020908, FBGN0039380, FBGN0010470, FBGN0000667, FBGN0037074, FBGN0051345",2074,73,9553,1.892907623,0.577313164,0.349856296,0.629665653
GOTERM_CC_DIRECT,GO:0005739~mitochondrion,125,5.073051948,4.20E-04,"FBGN0033038, FBGN0040237, FBGN0031419, FBGN0032595, FBGN0035600, FBGN0030853, FBGN0041164, FBGN0027786, FBGN0083968, FBGN0037873, FBGN0019624, FBGN0086712, FBGN0039827, FBGN0037146, FBGN0003423, FBGN0027085, FBGN0039360, FBGN0027088, FBGN0032393, FBGN0002031, FBGN0003360, FBGN0028325, FBGN0004363, FBGN0035298, FBGN0012036, FBGN0026741, FBGN0022344, FBGN0033961, FBGN0283494, FBGN0026261, FBGN0028646, FBGN0275436, FBGN0037801, FBGN0035228, FBGN0085452, FBGN0029161, FBGN0028336, FBGN0085453, FBGN0030786, FBGN0010551, FBGN0032430, FBGN0266599, FBGN0015031, FBGN0010222, FBGN0261381, FBGN0010352, FBGN0031039, FBGN0004407, FBGN0036381, FBGN0037778, FBGN0261625, FBGN0037912, FBGN0040660, FBGN0023537, FBGN0027579, FBGN0035906, FBGN0034259, FBGN0035980, FBGN0027945, FBGN0031651, FBGN0033413, FBGN0032907, FBGN0039588, FBGN0040529, FBGN0034191, FBGN0039115, FBGN0029891, FBGN0033274, FBGN0035587, FBGN0266582, FBGN0035032, FBGN0033079, FBGN0033712, FBGN0031824, FBGN0030478, FBGN0262782, FBGN0039674, FBGN0030480, FBGN0043799, FBGN0261985, FBGN0011361, FBGN0050022, FBGN0001125, FBGN0034390, FBGN0038742, FBGN0011769, FBGN0017566, FBGN0261439, FBGN0003997, FBGN0036702, FBGN0001220, FBGN0015245, FBGN0031830, FBGN0032256, FBGN0040070, FBGN0250814, FBGN0039561, FBGN0030246, FBGN0053503, FBGN0036334, FBGN0262559, FBGN0038271, FBGN0016691, FBGN0038662, FBGN0038922, FBGN0038923, FBGN0033190, FBGN0032720, FBGN0039909, FBGN0261938, FBGN0038519, FBGN0036824, FBGN0085483, FBGN0036208, FBGN0036892, FBGN0024556, FBGN0010052, FBGN0029823, FBGN0020235, FBGN0021906, FBGN0034792, FBGN0032744, FBGN0003388, FBGN0035473, FBGN0031814",1790,440,8313,1.319356272,0.204749029,0.0735228,0.609837448
INTERPRO,IPR011992:EF-hand-like domain,35,1.420454545,4.56E-04,"FBGN0016693, FBGN0036926, FBGN0025682, FBGN0038830, FBGN0266417, FBGN0004687, FBGN0038829, FBGN0010014, FBGN0003514, FBGN0024238, FBGN0028646, FBGN0033739, FBGN0037358, FBGN0013348, FBGN0033190, FBGN0010423, FBGN0038735, FBGN0038088, FBGN0012051, FBGN0030691, FBGN0010424, FBGN0002773, FBGN0002772, FBGN0039140, FBGN0033027, FBGN0032643, FBGN0011286, FBGN0033529, FBGN0004910, FBGN0020908, FBGN0039380, FBGN0010470, FBGN0000667, FBGN0037074, FBGN0051345",2074,91,9553,1.771567391,0.6645161,0.305150801,0.797942504
INTERPRO,IPR000866:Alkyl hydroperoxide reductase subunit C/ Thiol specific antioxidant,7,0.284090909,5.92E-04,"FBGN0038519, FBGN0033520, FBGN0031479, FBGN0033521, FBGN0040309, FBGN0040308, FBGN0033518",2074,7,9553,4.606075217,0.757514498,0.298267737,1.033887323
INTERPRO,"IPR019479:Peroxiredoxin, C-terminal",7,0.284090909,5.92E-04,"FBGN0038519, FBGN0033520, FBGN0031479, FBGN0033521, FBGN0040309, FBGN0040308, FBGN0033518",2074,7,9553,4.606075217,0.757514498,0.298267737,1.033887323
KEGG_PATHWAY,dme00500:Starch and sucrose metabolism,16,0.649350649,6.01E-04,"FBGN0033377, FBGN0031908, FBGN0020506, FBGN0038619, FBGN0027560, FBGN0033294, FBGN0261575, FBGN0053138, FBGN0003076, FBGN0000079, FBGN0035978, FBGN0000078, FBGN0003748, FBGN0266064, FBGN0032382, FBGN0003074",573,28,2402,2.395412615,0.071223362,0.010499774,0.690259709
GOTERM_MF_DIRECT,GO:0016491~oxidoreductase activity,59,2.394480519,7.80E-04,"FBGN0031418, FBGN0032614, FBGN0010548, FBGN0030575, FBGN0030853, FBGN0029648, FBGN0036290, FBGN0061356, FBGN0037298, FBGN0267823, FBGN0034748, FBGN0037354, FBGN0033980, FBGN0030332, FBGN0036749, FBGN0022359, FBGN0031689, FBGN0040512, FBGN0041337, FBGN0030968, FBGN0030588, FBGN0037974, FBGN0037973, FBGN0038981, FBGN0261673, FBGN0033065, FBGN0261363, FBGN0038038, FBGN0032259, FBGN0050491, FBGN0036125, FBGN0002036, FBGN0033679, FBGN0027552, FBGN0015714, FBGN0035321, FBGN0029975, FBGN0263830, FBGN0033101, FBGN0031432, FBGN0030451, FBGN0032729, FBGN0039043, FBGN0034276, FBGN0031126, FBGN0030592, FBGN0035964, FBGN0036183, FBGN0086254, FBGN0033830, FBGN0051810, FBGN0051548, FBGN0025628, FBGN0029866, FBGN0024289, FBGN0051809, FBGN0030073, FBGN0033188, FBGN0013773",1717,179,7786,1.494662315,0.582870012,0.582870012,1.242497092
KEGG_PATHWAY,dme00040:Pentose and glucuronate interconversions,21,0.852272727,8.48E-04,"FBGN0026754, FBGN0031418, FBGN0036183, FBGN0027552, FBGN0261445, FBGN0086254, FBGN0022359, FBGN0034417, FBGN0026314, FBGN0030968, FBGN0034605, FBGN0032684, FBGN0033101, FBGN0024289, FBGN0270927, FBGN0038463, FBGN0035978, FBGN0032713, FBGN0040251, FBGN0030737, FBGN0026756",573,43,2402,2.047242177,0.099135895,0.012965324,0.973931174
INTERPRO,IPR015424:Pyridoxal phosphate-dependent transferase,17,0.689935065,8.89E-04,"FBGN0036117, FBGN0086532, FBGN0031174, FBGN0001125, FBGN0036208, FBGN0051864, FBGN0004516, FBGN0039094, FBGN0037347, FBGN0029823, FBGN0037801, FBGN0014427, FBGN0036975, FBGN0032393, FBGN0030478, FBGN0001124, FBGN0036381",2074,34,9553,2.303037608,0.880820763,0.346508233,1.54819255
